_index,_index_f1,start,end,Form 2: This form is regarding water quality and solid waste,Section 1: General information and safety ,safety,team_code,rhs_lhs,location,lat,long,Section 2. The next set of questions will be related to water quality  and stormwater connections. ,,,inlets,inlets_pic,,unauthorised_inlets,unauthorised_inlets_pic,,observations,water_stagnant,water_contamination,water_colour,water_turbidity,water_smell,water_pic,,Section 3. Next set of questions are about solid waste and clean up efforts.,sw_inside,sw_inside_type,sw_inside_source,sw_inside_pic,,sw_outside,sw_outside_type,sw_outside_source,sw_outside_pic,,sw_clean_up,,,,community_engagement,,,,,,community_engagement_pic,,outdated,,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,outdated,_tags,meta/rootUuid,_drain,_drain_secondary,_team_name
_index_old,_index_new,start,end,,,_1_1_Your_safety_is_our_priority,_1_2_Team_code,_1_3_Enter_Right_hand_as_per_the_My_Maps,_1_4_Record_your_curr_lways_select_precise,,,,,,_2_1_Do_you_see_storm_onnecting_to_the_SWD,_2_2_Take_a_picture_o_r_connections_inlets,,_2_3_Can_you_see_any_ts_connecting_to_SWD,_2_4_Please_take_a_pi_d_connections_inlets,,_2_5_Any_other_observ_tion_please_specify,_2_6_Is_the_water_stagnant_or_flowing,_2_7_Signs_of_contami_n_visible_indicators,_2_8_How_would_you_de_ibe_the_water_colour,_2_9_How_would_you_describe_the_turbidity,_2_10_How_would_you_d_ribe_the_odour_smell,water_turbidity_pic,,,_3_1_Is_there_solid_waste_inside_the_SWD,_3_2_Type_of_solid_wa_Based_on_observation,_3_3_Likely_source_of_waste,_3_4_Click_an_image_o_waste_inside_the_SWD,,_3_5_Is_there_solid_w_ste_outside_the_SWD,_3_6_Type_of_waste_ou_Based_on_observation,_3_7_Likely_source_of_aste_outside_the_SWD,_3_8_Click_a_image_of_aste_outside_the_SWD,,_3_9_Are_there_signs_of_clean_up_effort,,,,_3_10_Are_there_any_s_community_engagement,,,,,,_3_11_Please_take_a_p_community_engagement,,Thank_you_for_filling_the_audit_form,_id,_uuid,_submission_time,,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_drain,,_team_name
35,42,2026-01-31T12:20:54.836+05:30,2026-01-31T12:24:58.335+05:30,,,yes__i_feel_safe_to_conduct_audit,A4,rhs,12.9160767 77.6334722 811.5 4.515,12.9160767,77.6334722,,,,yes,1769842332812.jpg,,No,,,,Flowing,Black or grey water,Greenish,Clear,Less odour (I am able to stand near the SWD),1769842393702.jpg,,,Yes,Mixed,"Households, commercial waste",1769842435314.jpg,,Yes,Mixed,"HH, CND waste",1769842483217.jpg,,no,,,,Not Applicable,,,,,,,,OK,660525770,947f6f83-dc5e-4a3e-af09-3fb7e8f87639,2026-01-31T06:55:57,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:947f6f83-dc5e-4a3e-af09-3fb7e8f87639,K200,,Mod Foundation
36,27,2026-01-31T11:50:39.859+05:30,2026-01-31T12:00:25.194+05:30,,,yes__i_feel_safe_to_conduct_audit,A6,rhs,12.9157785 77.6367861 810.5 4.565,12.9157785,77.6367861,,,,Cannot see,1769840625409.jpg,,Cannot see,1769840657024.jpg,,Can't see the inlets or other connections since we are on the opposite side. The water is opaque and flowing. There is both wet and dry waste dumped into it. But there is also a trash boom and a couple of people were clearing the waste out,Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1769840833510.jpg,,,Yes,Mixed,Mixed and dumped ,1769840922368.jpg,,Yes,Mixed,Mixed ,1769840976972.jpg,,yes,,,,Plants,,,,,,1769841019524.jpg,,OK,660530310,4317bcf2-6157-49c1-9f5b-4ac9179506f2,2026-01-31T07:04:32,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:4317bcf2-6157-49c1-9f5b-4ac9179506f2,K200,,Mod Foundation
39,25,2026-01-31T11:07:11.530+05:30,2026-01-31T11:17:55.158+05:30,,,yes__i_feel_safe_to_conduct_audit,A4,rhs,12.9153584 77.6437267 811.0 3.5,12.9153584,77.6437267,,,,yes,1769838098857.jpg,,No,,,The inlet in previous section is proof of flooding in the area and informal solution to stop flooding,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1769838278403.jpg,,,Yes,Mixed,Individual throwing of trash,1769838369840.jpg,,Yes,Construction Debris,Desilted waste pile up next to the SWD,1769838427332.jpg,,yes,,,,Not Applicable,,,,,,,,OK,660597622,3f9466cf-a045-4403-acb6-1c4effca048f,2026-01-31T08:57:09,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:3f9466cf-a045-4403-acb6-1c4effca048f,K200,,Mod Foundation
40,26,2026-01-31T11:28:47.632+05:30,2026-01-31T11:33:09.275+05:30,,,yes__i_feel_safe_to_conduct_audit,A4,rhs,12.9156787 77.6416106 810.7999877929688 13.7,12.9156787,77.6416106,,,,yes,1769839168969.jpg,,No,,,Wall broken for desilting,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1769839300851.jpg,,,Yes,Household (mostly),Household,1769839340427.jpg,,Yes,Mixed,Waste collection point ,1769839378860.jpg,,yes,,,,Not Applicable,,,,,,,,OK,660597819,abbe64df-a6dd-45e8-946a-d878ddb623bf,2026-01-31T08:57:30,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:abbe64df-a6dd-45e8-946a-d878ddb623bf,K200,,Mod Foundation
41,35,2026-01-31T11:43:15.108+05:30,2026-01-31T12:01:57.441+05:30,,,yes__i_feel_safe_to_conduct_audit,A4,lhs,12.915985 77.635438 810.5 3.9,12.915985,77.635438,,,,yes,1769840895935.jpg,,No,,,"Main SWD is divided into two sub-swd, probably to segregate waste water coming from HSR",Flowing,Black or grey water,Yellow,Cloudy,Strong smell of sewage (unable to stand near the SWD),1769841031418.jpg,,,No,No waste,Dumping,1769841058026.jpg,,No,No waste,,,,yes,,,,Not Applicable,,,,,,,,OK,660597967,b571edcb-c518-4fee-880b-3a18ff1394c1,2026-01-31T08:57:50,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:b571edcb-c518-4fee-880b-3a18ff1394c1,K200,,Mod Foundation
42,36,2026-01-31T12:14:02.461+05:30,2026-01-31T12:18:55.435+05:30,,,yes__i_feel_safe_to_conduct_audit,A4,rhs,12.915915 77.63436 811.2000122070312 2.4,12.915915,77.63436,,,,Cannot see,1769841967429.jpg,,No,,,.,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1769842022703.jpg,,,Yes,Commercial Mostly,"Commercial dumping
",1769842093715.jpg,,Yes,Mixed,Commercial space dumping,1769842122388.jpg,,no,,,,Not Applicable,,,,,,,,OK,660598000,84904b98-3026-45d5-b70b-a7d2dc14daf9,2026-01-31T08:57:54,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:84904b98-3026-45d5-b70b-a7d2dc14daf9,K200,,Mod Foundation
43,43,2026-02-07T11:07:43.188+05:30,2026-02-07T11:14:47.224+05:30,,,yes__i_feel_safe_to_conduct_audit,A10,lhs,12.9554585 77.5123225 745.3999633789062 2.62,12.9554585,77.5123225,,,,yes,1770442805456.jpg,,Cannot see,,,Point inside the park,Flowing,Cannot See,Cannot see,Cannot see,Cannot See,,,,Cannot See,Cannot See,,,,No,No waste,,,,yes,,,,Park,,,,,,1770443064469.jpg,,OK,665824561,46589214-fb6b-40e7-b4a8-9c24d52d7d83,2026-02-07T05:50:25,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:46589214-fb6b-40e7-b4a8-9c24d52d7d83,V200,,Mod Foundation
44,53,2026-02-07T11:18:36.392+05:30,2026-02-07T11:26:36.421+05:30,,,yes__i_feel_safe_to_conduct_audit,A9,rhs,12.9581345 77.5118414 748.7000122070312 3.811,12.9581345,77.5118414,,,,yes,1770443417775.jpg,,No,,,"I can see the storm water drain b type connecting to a, for when it rains",Flowing,Black or grey water,Black,Opaque,Strong Smell  Not Necessarily Sewage,1770443578876.jpg,,,Yes,Household (mostly),Communities living near the swd,1770443657565.jpg,,Yes,Household Mostly,Communities staying nearby,1770443693767.jpg,,yes,,,,Murals,,,,,,1770443740419.jpg,,OK,665828198,2b22309b-1f86-4c0e-9b1a-3c0666199d3b,2026-02-07T05:59:48,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:2b22309b-1f86-4c0e-9b1a-3c0666199d3b,V200,,Mod Foundation
45,45,2026-02-07T11:22:16.593+05:30,2026-02-07T11:32:06.276+05:30,,,yes__i_feel_safe_to_conduct_audit,A10,lhs,12.956823 77.5120327 743.0999755859375 4.7,12.956823,77.5120327,,,,no,,,Yes,1770443889561.jpg,,,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1770443889561.jpg,,,Yes,Household (mostly),Household dump,1770444068533.jpg,,No,No waste,,,,no,,,,Not Applicable,,,,,,,,OK,665829564,c13ff843-ab55-473e-819b-c4d3d1a67db8,2026-02-07T06:02:17,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:c13ff843-ab55-473e-819b-c4d3d1a67db8,V200,,Mod Foundation
46,44,2026-02-07T11:18:25.527+05:30,2026-02-07T11:21:49.276+05:30,,,yes__i_feel_safe_to_conduct_audit,A10,lhs,12.956287 77.5122391 745.5 4.0,12.956287,77.5122391,,,,no,,,Cannot see,,,Mild foul odor,Cannot see,Cannot See,Cannot see,Cannot see,Less odour (I am able to stand near the SWD),,,,Cannot See,Cannot See,,,,No,No waste,,,,yes,,,,Park,,,,,,,,OK,665836319,f4e8e1ec-6fd3-4860-97bb-92f9aecf7bd3,2026-02-07T06:17:03,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:f4e8e1ec-6fd3-4860-97bb-92f9aecf7bd3,V200,,Mod Foundation
47,46,2026-02-07T11:42:31.152+05:30,2026-02-07T11:46:22.276+05:30,,,yes__i_feel_safe_to_conduct_audit,A10,lhs,12.958665 77.5149917 758.8999633789062 2.2,12.958665,77.5149917,,,,yes,1770444796127.jpg,,Cannot see,,,Sevage manhole access points,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1770444871383.jpg,,,Yes,Household (mostly),Source unknown ,1770444910818.jpg,,No,No waste,Public dumping their household waste ,1770444963785.jpg,,no,,,,Not Applicable,,,,,,,,OK,665836354,5fe105b0-dac2-4397-b0a4-06c7d1181ea4,2026-02-07T06:17:07,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:5fe105b0-dac2-4397-b0a4-06c7d1181ea4,V200,,Mod Foundation
48,47,2026-02-07T11:50:40.381+05:30,2026-02-07T12:03:08.589+05:30,,,yes__i_feel_safe_to_conduct_audit,A10,lhs,12.9594997 77.5154716 755.5999755859375 4.69,12.9594997,77.5154716,,,,no,,,Yes,1770445383879.jpg,,Small pipes from houses,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1770445465632.jpg,,,Yes,Household (mostly),Household dump,1770445552656.jpg,,Yes,Mixed,"Household and commercial dumps, presence of BBMP solid waste truck",1770445867669.jpg,,no,,,,Murals,,,,,,1770445828767.jpg,,OK,665844329,5c44700e-5cde-4e82-98b6-0d7146920b34,2026-02-07T06:33:29,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:5c44700e-5cde-4e82-98b6-0d7146920b34,V200,,Mod Foundation
49,49,2026-02-07T10:56:44.011+05:30,2026-02-07T11:14:11.541+05:30,,,yes__i_feel_safe_to_conduct_audit,A8,rhs,12.9552718 77.5116412 741.7000122070312 4.9,12.9552718,77.5116412,,,,yes,1770442656764.jpg,,Cannot see,,,There are buffaloes inside the storm water drain,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1770442850623.jpg,,,No,No waste,There is waste thrown outside the drain,1770442932962.jpg,,Yes,Household (mostly),People illegally dumping hosehold waste,1770442981158.jpg,,no,,,,Not Applicable,,,,,,,,OK,665847079,2fb9d027-af7a-4680-b47e-d60085dec262,2026-02-07T06:40:46,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:2fb9d027-af7a-4680-b47e-d60085dec262,V200,,Mod Foundation
50,50,2026-02-07T11:19:52.455+05:30,2026-02-07T11:24:43.468+05:30,,,yes__i_feel_safe_to_conduct_audit,A8,rhs,12.9562839 77.5115419 741.3999633789062 4.5,12.9562839,77.5115419,,,,Cannot see,1770443501039.jpg,,No,,,"There is a 10 feet tall retaining wall
And a 5 feet space that is next to the retaining wall which has trees planted on it",Flowing,Cannot See,Cannot see,Cannot see,Less odour (I am able to stand near the SWD),,,,No,No waste,,,,No,No waste,,,,yes,,,,Poster,,,,,,1770443677361.jpg,,OK,665847121,eddf3fd6-b23f-4714-83c2-fd7d4196e556,2026-02-07T06:40:52,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:eddf3fd6-b23f-4714-83c2-fd7d4196e556,V200,,Mod Foundation
51,51,2026-02-07T11:26:48.498+05:30,2026-02-07T11:37:54.329+05:30,,,yes__i_feel_safe_to_conduct_audit,A8,rhs,12.9569188 77.5117521 745.0075391693043 3.989,12.9569188,77.5117521,,,,yes,1770444167808.jpg,,Yes,1770444227239.jpg,,Can't really say which one is unauthorised,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1770444325364.jpg,,,Yes,Household (mostly),Littering,1770444380397.jpg,,Yes,Construction Debris,,1770444422967.jpg,,no,,,,Benches,,,,,,1770444468493.jpg,,OK,665847132,3dbe5d9f-1aae-4dcb-a907-c9df23e8acb9,2026-02-07T06:40:53,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:3dbe5d9f-1aae-4dcb-a907-c9df23e8acb9,V200,,Mod Foundation
52,52,2026-02-07T11:46:17.958+05:30,2026-02-07T11:52:53.906+05:30,,,yes__i_feel_safe_to_conduct_audit,A8,lhs,12.9577614 77.5147283 757.4124463368821 4.081,12.9577614,77.5147283,,,,no,,,Yes,1770445114622.jpg,,,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1770445257766.jpg,,,Yes,Household (mostly),,1770445288201.jpg,,Yes,Household (mostly),,1770445315635.jpg,,no,,,,Not Applicable,,,,,,1770445369974.jpg,,OK,665847161,a3243c40-000a-44e1-a462-2483ce760a8f,2026-02-07T06:40:58,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:a3243c40-000a-44e1-a462-2483ce760a8f,V200,,Mod Foundation
53,59,2026-02-07T11:59:16.007+05:30,2026-02-07T12:02:18.619+05:30,,,yes__i_feel_safe_to_conduct_audit,A8,lhs,12.9589485 77.5150716 759.3999633789062 3.79,12.9589485,77.5150716,,,,yes,1770445816046.jpg,,Yes,1770445843235.jpg,,,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1770445869350.jpg,,,Yes,Household (mostly),,1770445889440.jpg,,No,No waste,,,,no,,,,Not Applicable,,,,,,,,OK,665847194,31e7b081-b2a6-453f-b7e4-766cc22c2720,2026-02-07T06:41:05,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:31e7b081-b2a6-453f-b7e4-766cc22c2720,V200,,Mod Foundation
54,54,2026-02-07T12:08:16.168+05:30,2026-02-07T12:12:35.443+05:30,,,yes__i_feel_safe_to_conduct_audit,A9,lhs,12.9581493 77.5148934 756.7000122070312 4.3,12.9581493,77.5148934,,,,Cannot see,,,Cannot see,,,,Flowing,Cannot See,Cannot see,Cannot see,Less odour (I am able to stand near the SWD),,,,Cannot See,Cannot See,,,,No,No waste,,,,no,,,,Not Applicable,,,,,,,,OK,665850217,e4f4c2da-0199-4203-b892-4c7c77551376,2026-02-07T06:48:04,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:e4f4c2da-0199-4203-b892-4c7c77551376,V200,,Mod Foundation
55,55,2026-02-07T11:44:53.166+05:30,2026-02-07T12:16:03.879+05:30,,,yes__i_feel_safe_to_conduct_audit,A9,lhs,12.9578884 77.5139684 748.3999633789062 4.958,12.9578884,77.5139684,,,,no,,,No,,,A couple of Buffaloes can be seen in the water and grazing.,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1770445532734.jpg,,,Yes,Household (mostly),People throwing waste into the water,1770445611017.jpg,,Yes,Construction Debris,The nearby construction site,1770445652190.jpg,,yes,,,,Plants,,,,,,1770445708781.jpg,,OK,665850276,14876364-9b1d-4076-a557-5f4ade4fd96e,2026-02-07T06:48:11,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:14876364-9b1d-4076-a557-5f4ade4fd96e,V200,,Mod Foundation
56,56,2026-02-07T11:03:09.210+05:30,2026-02-07T12:18:20.398+05:30,,,yes__i_feel_safe_to_conduct_audit,A11,lhs,12.9586275 77.5122276 726.260986328125 4.467,12.9586275,77.5122276,,,,yes,1770442486348.jpg,,No,,,Some inlets are broken,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1770442663609.jpg,,,Yes,Mixed,Household + textile garmeng units / commercial units,1770442779928.jpg,,Yes,Household (mostly),From houses,1770442843550.jpg,,yes,,,,Park,,,,,,1770442947254.jpg,,OK,665851128,a3263b70-4420-4bd7-88c6-ed429ae3ed0e,2026-02-07T06:49:42,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:a3263b70-4420-4bd7-88c6-ed429ae3ed0e,V200,,Mod Foundation
57,57,2026-02-07T11:22:10.091+05:30,2026-02-07T12:18:20.472+05:30,,,yes__i_feel_safe_to_conduct_audit,A11,lhs,12.9589803 77.5122946 735.128173828125 4.73,12.9589803,77.5122946,,,,yes,1770443660860.jpg,,Yes,1770443708742.jpg,,,Flowing,Black or grey water,Black,Opaque,Less odour (I am able to stand near the SWD),1770443825770.jpg,,,Yes,Household (mostly),Mix of household and commercial waste,1770443901341.jpg,,No,No waste,,,,yes,,,,Park,,,,,,1770443974312.jpg,,OK,665851272,36fc7b67-571c-43b9-99fb-664dd4c52d30,2026-02-07T06:50:02,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:36fc7b67-571c-43b9-99fb-664dd4c52d30,V200,,Mod Foundation
58,58,2026-02-07T11:52:35.178+05:30,2026-02-07T12:19:27.702+05:30,,,yes__i_feel_safe_to_conduct_audit,A11,lhs,12.9577072 77.5142672 758.8999633789062 4.901,12.9577072,77.5142672,,,,no,,,Yes,1770445452218.jpg,,Unauthorised outlets from houses,Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1770445544252.jpg,,,Yes,Household (mostly),Largely household,1770445593399.jpg,,Yes,Construction Debris,Construction of houses,1770445637713.jpg,,no,,,,Not Applicable,,,,,,,,OK,665851283,762c32db-c71b-4ba3-8a40-bc125ae6eb4e,2026-02-07T06:50:03,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:762c32db-c71b-4ba3-8a40-bc125ae6eb4e,V200,,Mod Foundation
60,61,2026-02-07T16:49:02.072+05:30,2026-02-07T16:52:59.371+05:30,,,yes__i_feel_safe_to_conduct_audit,A1,lhs,12.9565619 77.490818 745.5735980913377 4.683,12.9565619,77.490818,,,,yes,1770463202987.jpg,,No,,,No water inlets anywhere,Flowing,Black or grey water,Greenish,Cloudy,No Odour,1770463271637.jpg,,,Yes,Household (mostly),Household stuff dumped by people,1770463300525.jpg,,No,No waste,,,,no,,,,Not Applicable,,,,,,1770463373581.jpg,,OK,666018935,5b97c309-7491-45d9-8787-dd147b50424b,2026-02-07T11:51:46,no,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:5b97c309-7491-45d9-8787-dd147b50424b,RN531,,Unknown
61,62,2026-02-07T16:58:34.667+05:30,2026-02-07T17:01:11.905+05:30,,,yes__i_feel_safe_to_conduct_audit,A1,lhs,12.9547249 77.49003 745.8605989433274 3.851,12.9547249,77.49003,,,,yes,1770463765291.jpg,,No,,,,Flowing,Black or grey water,Greenish,Cloudy,No Odour,1770463805252.jpg,,,Yes,Household (mostly),Household,1770463829626.jpg,,Yes,Household (mostly),Household,1770463851180.jpg,,yes,,,,Not Applicable,,,,,,1770463866092.jpg,,OK,666018996,e90247b6-a21d-4a93-bb25-0c66afeed5c8,2026-02-07T11:51:54,no,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:e90247b6-a21d-4a93-bb25-0c66afeed5c8,RN531,,Unknown
62,63,2026-02-07T17:07:00.598+05:30,2026-02-07T17:09:35.212+05:30,,,yes__i_feel_safe_to_conduct_audit,A1,lhs,12.9523525 77.4889178 748.0999755859375 4.412,12.9523525,77.4889178,,,,yes,1770464272107.jpg,,No,,,,Flowing,Black or grey water,Greenish,Cloudy,Less odour (I am able to stand near the SWD),1770464311285.jpg,,,No,No waste,,,,No,No waste,,,,not_applicable,,,,Not Applicable,,,,,,,,OK,666019043,b4179115-25d3-4902-b04d-c07762d840fa,2026-02-07T11:52:01,no,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:b4179115-25d3-4902-b04d-c07762d840fa,RN531,,Unknown
63,157,2026-02-21T11:09:07.353+05:30,2026-02-21T11:14:41.380+05:30,,,yes__i_feel_safe_to_conduct_audit,A18,lhs,"13.0317305, 77.6253674",13.0317305,77.6253674,,,,no,1771652410657.jpg,,No,,,,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1771652527051.jpg,,,Yes,Mixed,Household garbage and littering,1771652583039.jpg,,Yes,Mixed,Garbage and construction materials and waste,1771652659914.jpg,,no,,,,Not Applicable,,,,,,,,OK,676756044,ec038ed5-e8ae-4418-bc68-56d0b768be11,2026-02-21T06:07:13,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:ec038ed5-e8ae-4418-bc68-56d0b768be11,H300,,Mod Foundation
64,75,2026-02-21T11:17:26.470+05:30,2026-02-21T11:24:29.810+05:30,,,yes__i_feel_safe_to_conduct_audit,A18,rhs,"13.0309222, 77.6253289",13.0309222,77.6253289,,,,yes,1771652981858.jpg,,No,,,,Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1771653087092.jpg,,,Yes,Mixed,"Household, small scale production house and littering ",1771653211747.jpg,,Yes,Construction Debris,Construction in the vicinity ,1771653248676.jpg,,no,,,,Not Applicable,,,,,,,,OK,676756153,9d9721d7-bd00-48bb-b57d-0b0468657d07,2026-02-21T06:07:23,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:9d9721d7-bd00-48bb-b57d-0b0468657d07,H300,,Mod Foundation
65,66,2026-02-21T11:33:15.533+05:30,2026-02-21T11:36:53.077+05:30,,,yes__i_feel_safe_to_conduct_audit,A18,rhs,"13.0291442, 77.6247957",13.0291442,77.6247957,,,,no,,,No,,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1771653884425.jpg,,,Yes,Household (mostly),Household ,1771653915702.jpg,,Yes,Construction Debris,Household and construction in the vicinity ,1771653976322.jpg,,no,,,,Plants,,,,,,1771654008785.jpg,,OK,676756268,2cd353ed-04d8-4521-ae6e-33b1279d1b9f,2026-02-21T06:07:34,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:2cd353ed-04d8-4521-ae6e-33b1279d1b9f,H300,,Mod Foundation
66,72,2026-02-21T10:44:31.942+05:30,2026-02-21T10:52:54.343+05:30,,,yes__i_feel_safe_to_conduct_audit,A19,rhs,"13.0331473, 77.6258502",13.0331473,77.6258502,,,,yes,1771651078609.jpg,,No,,,"Dumping of garbage/ waste, dumping of waste  construction material",Flowing,Black or grey water,Black,Opaque,Strong Smell  Not Necessarily Sewage,1771651201164.jpg,,,Yes,Mixed,"Household, construction material, debris",1771651270174.jpg,,Yes,Mixed,"Waste pipes, residential waste, construction waste",1771651316346.jpg,,yes,,,,Murals,,,,,,1771651359020.jpg,,OK,676772756,2f96731e-cac9-4cbc-8cdb-cc6313c96d0e,2026-02-21T06:44:40,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:2f96731e-cac9-4cbc-8cdb-cc6313c96d0e,H300,,Mod Foundation
67,73,2026-02-21T11:38:19.278+05:30,2026-02-21T11:47:08.014+05:30,,,yes__i_feel_safe_to_conduct_audit,A19,rhs,"13.0272036, 77.6253271",13.0272036,77.6253271,,,,yes,1771654295477.jpg,,No,,,"There was a large inlet, I was not sure if it's a stormwater inlet, or another drain inlet. I have uploaded a picture of it in the previous section.",Flowing,Black or grey water,Other Colour,Opaque,Strong smell of sewage (unable to stand near the SWD),1771654502025.jpg,,,Yes,Mixed,Construction and domestic waste.,1771654575613.jpg,,Yes,Construction Debris,Construction and domestic waste.,1771654612871.jpg,,no,,,,Not Applicable,,,,,,,,OK,676772763,1a88cbfc-4ec1-422f-a3fd-cf755546b1d5,2026-02-21T06:44:41,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:1a88cbfc-4ec1-422f-a3fd-cf755546b1d5,H300,,Mod Foundation
68,70,2026-02-21T11:01:12.118+05:30,2026-02-21T11:09:41.234+05:30,,,yes__i_feel_safe_to_conduct_audit,A19,rhs,"13.0322652, 77.6255736",13.0322652,77.6255736,,,,yes,1771652034816.jpg,,No,1771652068802.jpg,,"Growth ofweeds, shrubs, ",Flowing,Black or grey water,Black,Opaque,Strong Smell  Not Necessarily Sewage,1771652192965.jpg,,,Yes,Mixed,"Function wastes like bottles, cups; domestic waste, construction waste",1771652298486.jpg,,Yes,Mixed,"Construction waste, machineery waste, domestic waste",1771652355841.jpg,,no,,,,Not Applicable,,,,,,,,OK,676772787,0c734997-7a0d-40b6-b993-8e3d2e1b2557,2026-02-21T06:44:44,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:0c734997-7a0d-40b6-b993-8e3d2e1b2557,H300,,Mod Foundation
69,,2026-02-21T12:13:25.900+05:30,2026-02-21T12:17:34.574+05:30,,,yes__i_feel_safe_to_conduct_audit,A18,rhs,"13.0234638, 77.6266596",13.0234638,77.6266596,,,,no,,,Yes,1771656296189.jpg,,,Flowing,Black or grey water,Greenish,Cloudy,Strong smell of sewage (unable to stand near the SWD),1771656340107.jpg,,,Yes,Household (mostly),Household activities ,1771656382651.jpg,,Yes,Household (mostly),Household activities and construction in the vicinity ,1771656438519.jpg,,no,,,,Not Applicable,,,,,,,,OK,676774500,5d3f5661-7e0e-43fb-bd01-b91e8b95f996,2026-02-21T06:47:53,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:5d3f5661-7e0e-43fb-bd01-b91e8b95f996,H300,,Mod Foundation
